Title,City,State,Group,Ideology,Headquarters,Statewide,Year
United White Knights of the KKK,Midlothian,Texas,,Ku Klux Klan,,,2012
United White Knights of the KKK,Monroe,Louisiana,,Ku Klux Klan,,,2012
United White Knights of the KKK,Oklahoma City,Oklahoma,,Ku Klux Klan,,,2012
United White Knights of the KKK,Panhandle Region,Texas,,Ku Klux Klan,,,2012
United White Knights of the KKK,San Saba,Texas,,Ku Klux Klan,,,2012
United White Knights of the KKK,Sarepta,Louisiana,,Ku Klux Klan,,,2012
United White Knights of the KKK,Shawnee,Oklahoma,,Ku Klux Klan,,,2012
United White Knights of the KKK,South Louisiana Region,Louisiana,,Ku Klux Klan,,,2012
United White Knights of the KKK,Tulsa,Oklahoma,,Ku Klux Klan,,,2012
United White Knights of the KKK,Vidor,Texas,,Ku Klux Klan,,,2012
United White Knights of the KKK,Wichita Falls,Texas,,Ku Klux Klan,,,2012
United White Knights of the KKK,,New Mexico,,Ku Klux Klan,,Yes,2012
United White Knights of the KKK,Longview,Texas,,Ku Klux Klan,,,2012
US Border Guard,Mesa,Arizona,,Anti-Immigrant,,,2012
VDARE Foundation,Warrenton,Virginia,VDARE,White Nationalist,,,2012
Vinland Folk Resistance,Kingsburg,California,,General Hate,,,2012
Vinland Murder Squad,Phoenix,Arizona,,Racist Skinhead,,,2012
Vinlanders Alaska,Anchorage,Alaska,,Racist Skinhead,,,2012
Vinlanders Arizona,Mesa,Arizona,,Racist Skinhead,,,2012
Vinlanders Illinois,,Illinois,,Racist Skinhead,,Yes,2012
Vinlanders Indiana,Knightstown,Indiana,,Racist Skinhead,,,2012
Vinlanders Michigan,,Michigan,,Racist Skinhead,,Yes,2012
Vinlanders Minnesota,,Minnesota,,Racist Skinhead,,Yes,2012
Vinlanders New Jersey,Cherry Hill,New Jersey,,Racist Skinhead,,,2012
Vinlanders New Jersey,Closter,New Jersey,,Racist Skinhead,,,2012
Vinlanders New Jersey,Pt. Pleasant Beach,New Jersey,,Racist Skinhead,,,2012
Vinlanders North Dakota,Alexander,North Dakota,,Racist Skinhead,,,2012
Vinlanders Ohio,,Ohio,,Racist Skinhead,,Yes,2012
Virginia Publishing Company,Lynchburg,Virginia,,Christian Identity,,,2012
Voice of Reason Broadcast Network,Pasadena,California,,White Nationalist,,,2012
Volksfront,Boston,Massachusetts,,Racist Skinhead,,,2012
Volksfront,Bridgeton,Missouri,,Racist Skinhead,,,2012
Volksfront,Castaic,California,,Racist Skinhead,,,2012
Volksfront,Chicago,Illinois,,Racist Skinhead,,,2012
Volksfront,Columbus,Ohio,,Racist Skinhead,,,2012
Volksfront,Detroit,Michigan,,Racist Skinhead,,,2012
Volksfront,Knoxville,Tennessee,,Racist Skinhead,,,2012
Volksfront,Norfolk,Virginia,,Racist Skinhead,,,2012
Volksfront,Omaha,Nebraska,,Racist Skinhead,,,2012
Volksfront,Pensacola,Florida,,Racist Skinhead,,,2012
Volksfront,Pisgah,Iowa,,Racist Skinhead,,,2012
Volksfront,Pittsburgh,Pennsylvania,,Racist Skinhead,,,2012
Volksfront,Portland,Maine,,Racist Skinhead,,,2012
Volksfront,Texarkana,Texas,,Racist Skinhead,,,2012
Volksfront,,Connecticut,,Racist Skinhead,,Yes,2012
Volksfront,,Mississippi,,Racist Skinhead,,Yes,2012
Volksfront,Portland,Oregon,,Racist Skinhead,,,2012
Voz de Aztlan,Whittier,California,,General Hate,,,2012
War On The Horizon,Washington,District of Columbia,,Black Separatist,,,2012
WAR Skins,Phoenix,Arizona,,Racist Skinhead,,,2012
WAR Skins,Tuscon,Arizona,,Racist Skinhead,,,2012
Washington Summit Publishers,Whitefish,Montana,,White Nationalist,,,2012
Watchmen Bible Study Group,Wappapello,Missouri,,Christian Identity,,,2012
Weisman Publications,Apple Valley,Minnesota,,Christian Identity,,,2012
Westboro Baptist Church,Topeka,Kansas,Westboro Baptist Church,Anti-LGBTQ,,,2012
Western Hammerskins,San Diego,California,,Racist Skinhead,,,2012
White Aryan Resistance,Warsaw,Indiana,,Neo-Nazi,,,2012
White Camelia Knights of the KKK,Pasadena,Texas,,Ku Klux Klan,,,2012
White Camelia Knights of the KKK,Cleveland,Texas,,Ku Klux Klan,,,2012
White Pride Home School Resource Center,Bergman,Arkansas,,General Hate,,,2012
White Student Union,Towson,Maryland,,White Nationalist,,,2012
Windsor Hills Baptist Church,Oklahoma City,Oklahoma,,Anti-LGBTQ,,,2012
Women for Aryan Unity,Brooklyn,New York,,Neo-Nazi,,,2012
WTM Enterprises,Roanoke,Indiana,,White Nationalist,,,2012
Yahweh's Truth,Linwood,Michigan,,Christian Identity,,,2012
"You Can Run, But You Cannot Hide",Annandale,Minnesota,,Anti-LGBTQ,,,2012
11th Hour Remnant Messenger,Santa Fe,New Mexico,,Christian Identity,,,2011
9/11 Christian Center at Ground Zero,New York,New York,,Anti-Muslim,,,2011
a2z Publications,Las Vegas,Nevada,,General Hate,,,2011
Abiding Truth Ministries,Springfield,Massachusetts,,Anti-LGBTQ,,,2011
Abundant Life Fellowship,Morgantown,Indiana,,Christian Identity,,,2011
AC Skins,Absecon,New Jersey,,Racist Skinhead,,,2011
AC Skins,Atlantic City,New Jersey,,Racist Skinhead,,,2011
AC Skins,Browns Mills,New Jersey,,Racist Skinhead,,,2011
AC Skins,East Brunswick,New Jersey,,Racist Skinhead,,,2011
AC Skins,Galloway,New Jersey,,Racist Skinhead,,,2011
AC Skins,Linwood,New Jersey,,Racist Skinhead,,,2011
AC Skins,Little Egg Harbor City,New Jersey,,Racist Skinhead,,,2011
AC Skins,Manchester Township,New Jersey,,Racist Skinhead,,,2011
AC Skins,Marlton,New Jersey,,Racist Skinhead,,,2011
AC Skins,Somers Point,New Jersey,,Racist Skinhead,,,2011
AC Skins,Wildwood,New Jersey,,Racist Skinhead,,,2011
AC Skins,Woodbine,New Jersey,,Racist Skinhead,,,2011
Aggressive Christianity,Berino,New Mexico,,General Hate,,,2011
Aggressive Christianity,Fence Lake,New Mexico,,General Hate,,,2011
Alabama White Knights of the KKK,Ashland,Alabama,,Ku Klux Klan,,,2011
Alabama White Knights of the KKK,Red Bay,Alabama,,Ku Klux Klan,,,2011
All Eyes On Egipt Bookstore,Chicago,Illinois,,Black Separatist,,,2011
All Eyes On Egypt Bookstore,Macon,Georgia,,Black Separatist,,,2011
Alliance for Catholic Tradition,Pleasant Unity,Pennsylvania,,Radical Traditional Catholicism,,,2011
Alternative Right,Whitefish,Montana,,White Nationalist,,,2011
America's Promise Ministries,Sandpoint,Idaho,America's Promise Ministries,Christian Identity,,,2011
American Aryan Reich,Atlanta,Georgia,,Neo-Nazi,,,2011
American Aryan Reich,Gatlinburg,Tennessee,,Neo-Nazi,,,2011
American Aryan Reich,Gulfport,Mississippi,,Neo-Nazi,,,2011
American Aryan Reich,Jacksonville,Florida,,Neo-Nazi,,,2011
American Aryan Reich,Little Rock,Arkansas,,Neo-Nazi,,,2011
American Aryan Reich,Mobile,Alabama,,Neo-Nazi,,,2011
American Aryan Reich,New Orleans,Louisiana,,Neo-Nazi,,,2011
American Aryan Reich,Raleigh,North Carolina,,Neo-Nazi,,,2011
American Aryan Reich,Sacramento,California,,Neo-Nazi,,,2011
American Aryan Reich,St. Louis,Missouri,,Neo-Nazi,,,2011
American Aryan Reich,,South Carolina,,Neo-Nazi,,Yes,2011
American Aryan Reich,,Illinois,,Neo-Nazi,,Yes,2011
American Aryan Reich,Daytona,Florida,,Neo-Nazi,,,2011
American Border Patrol,Sierra Vista,Arizona,American Border Patrol/American Patrol,Anti-Immigrant,,,2011
The American Defence League,New York,New York,,Anti-Muslim,,,2011
American Family Association,Tupelo,Mississippi,American Family Association,Anti-LGBTQ,,,2011
American Free Press,Washington,District of Columbia,,General Hate,,,2011
American Front,Hackensack,New Jersey,,Racist Skinhead,,,2011
American Front,Haledon,New Jersey,,Racist Skinhead,,,2011
American Front,Lynn Haven,Florida,,Racist Skinhead,,,2011
American Front,Roselle,New Jersey,,Racist Skinhead,,,2011
American Front,St. Cloud,Florida,,Racist Skinhead,,,2011
American Front,Sacramento,California,,Racist Skinhead,,,2011
American Immigration Control Foundation/Americans for Immigration Control,Monterey,Virginia,,Anti-Immigrant,,,2011
American National Socialist Party,Bonita Springs,Florida,,Neo-Nazi,,,2011
American National Socialist Party,Corning,California,,Neo-Nazi,,,2011
American National Socialist Party,Eugene,Oregon,,Neo-Nazi,,,2011
American National Socialist Party,Chillicothe,Ohio,,Neo-Nazi,,,2011
American Nationalist Union,Las Vegas,Nevada,,White Nationalist,,,2011
American Nazi Party,Laurens,South Carolina,,Neo-Nazi,,,2011
American Nazi Party,,California,,Neo-Nazi,,Yes,2011
American Nazi Party,Westland,Michigan,,Neo-Nazi,,,2011
American Patrol/Voice of Citizens Together,Sherman Oaks,California,,Anti-Immigrant,,,2011
American Renaissance/New Century Foundation,Arlington,Virginia,,White Nationalist,,,2011
American Renaissance/New Century Foundation,Quincy,Massachusetts,,White Nationalist,,,2011
American Renaissance/New Century Foundation,Chicago,Illinois,American Renaissance,White Nationalist,,,2011
American Renaissance/New Century Foundation,Oakton,Virginia,American Renaissance,White Nationalist,,,2011
American Third Position,Indianapolis,Indiana,,White Nationalist,,,2011
American Third Position,Jacksonville,Florida,,White Nationalist,,,2011
American Third Position,New York,New York,,White Nationalist,,,2011
American Third Position,Ridgedale,Missouri,,White Nationalist,,,2011
American Third Position,San Diego,California,,White Nationalist,,,2011
American Third Position,Southern Illinois,Illinois,,White Nationalist,,,2011
American Third Position,,South Carolina,,White Nationalist,,Yes,2011
American Third Position,,Wisconsin,,White Nationalist,,Yes,2011
American Third Position,,Kentucky,,White Nationalist,,Yes,2011
American Third Position,,Michigan,,White Nationalist,,Yes,2011
American Third Position,,Washington,,White Nationalist,,Yes,2011
American Third Position,,Maine,,White Nationalist,,Yes,2011
American Third Position,,Ohio,,White Nationalist,,Yes,2011
American Third Position,Butler,New Jersey,,White Nationalist,,,2011
American Third Position,Mesa,Arizona,,White Nationalist,,,2011
American Third Position,Westminster,California,,White Nationalist,,,2011
American Third Position,,Pennsylvania,,White Nationalist,,Yes,2011
American Third Position,,West Virginia,,White Nationalist,,Yes,2011
American Third Position,Grand Forks,North Dakota,,White Nationalist,,,2011
American Vision,Powder Springs,Georgia,,Anti-LGBTQ,,,2011
Americans for Truth About Homosexuality,Naperville,Illinois,,Anti-LGBTQ,,,2011
Artisan Publishers,Muskogee,Oklahoma,,General Hate,,,2011
Aryan Nations,Wanaque,New Jersey,,Neo-Nazi,,,2011
Aryan Nations 88,Adamsville,Tennessee,,Neo-Nazi,,,2011
Aryan Nations 88,Antioch,Tennessee,,Neo-Nazi,,,2011
Aryan Nations 88,Arlington,Texas,,Neo-Nazi,,,2011
Aryan Nations 88,Ashland,Alabama,,Neo-Nazi,,,2011
Aryan Nations 88,Boise,Idaho,,Neo-Nazi,,,2011
Aryan Nations 88,Darby,Pennsylvania,,Neo-Nazi,,,2011
Aryan Nations 88,East Bend,North Carolina,,Neo-Nazi,,,2011
Aryan Nations 88,Elm,Pennsylvania,,Neo-Nazi,,,2011
Aryan Nations 88,Falling Waters,West Virginia,,Neo-Nazi,,,2011
Aryan Nations 88,Green Lake,Wisconsin,,Neo-Nazi,,,2011
Aryan Nations 88,Hawk Point,Missouri,,Neo-Nazi,,,2011
Aryan Nations 88,Hiawassee,Georgia,,Neo-Nazi,,,2011
Aryan Nations 88,Lake George,New York,,Neo-Nazi,,,2011
Aryan Nations 88,Marion,Ohio,,Neo-Nazi,,,2011
Aryan Nations 88,Mora,Minnesota,,Neo-Nazi,,,2011
Aryan Nations 88,Myrtle Beach,South Carolina,,Neo-Nazi,,,2011
Aryan Nations 88,North Bergen,New Jersey,,Neo-Nazi,,,2011
Aryan Nations 88,Ona,West Virginia,,Neo-Nazi,,,2011
Aryan Nations 88,Poway,California,,Neo-Nazi,,,2011
Aryan Nations 88,Roanoke,Virginia,,Neo-Nazi,,,2011
Aryan Nations 88,Slaughter,Louisiana,,Neo-Nazi,,,2011
Aryan Nations 88,Statesboro,Georgia,,Neo-Nazi,,,2011
Aryan Nations 88,Tacoma,Washington,,Neo-Nazi,,,2011
Aryan Nations 88,Westville,Illinois,,Neo-Nazi,,,2011
Aryan Nations 88,Wilmington,Delaware,,Neo-Nazi,,,2011
Aryan Nations 88,,Maryland,,Neo-Nazi,,Yes,2011
Aryan Nations 88,,Arkansas,,Neo-Nazi,,Yes,2011
Aryan Nations 88,,Maine,,Neo-Nazi,,Yes,2011
Aryan Nations 88,Calhoun,Louisiana,,Neo-Nazi,,,2011
Aryan Nations Knights of the KKK,Cleveland,Georgia,,Ku Klux Klan,,,2011
Aryan Nations Knights of the KKK,Converse,Louisiana,,Ku Klux Klan,,,2011
Aryan Rebels,Covington,Tennessee,,Racist Skinhead,,,2011
Aryan Rebels,Ripley,Tennessee,,Racist Skinhead,,,2011
Aryan Rebels,Mason,Tennessee,,Racist Skinhead,,,2011
Aryan Terror Brigade,Fords,New Jersey,,Racist Skinhead,,,2011
Aryan Terror Brigade,Paterson,New Jersey,,Racist Skinhead,,,2011
Aryan Terror Brigade,,Colorado,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Indiana,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Illinois,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Georgia,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Massachusetts,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,California,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Kentucky,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Ohio,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Florida,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,North Carolina,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Missouri,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Texas,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Arkansas,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Idaho,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,,Michigan,,Racist Skinhead,,Yes,2011
Aryan Terror Brigade,Flemington,New Jersey,,Racist Skinhead,,,2011
Aryan Wear,Keller,Texas,,White Nationalist,,,2011
As-Sabiqun,Los Angeles,California,,General Hate,,,2011
As-Sabiqun,Oakland,California,,General Hate,,,2011
As-Sabiqun,Philadelphia,Pennsylvania,,General Hate,,,2011
As-Sabiqun,Sacramento,California,,General Hate,,,2011
As-Sabiqun,San Diego,California,,General Hate,,,2011
As-Sabiqun,Washington DC,District of Columbia,,General Hate,,,2011
Association of Independent Klansmen Knights of The KKK,Lemont,Pennsylvania,,Ku Klux Klan,,,2011
Atlas Shrugs,New York,New York,,Anti-Muslim,,,2011
Bare Naked Islam,Marina Del Rey,California,,Anti-Muslim,,,2011
"Barnes Review/Foundation for Economic Liberty, Inc.",Washington,District of Columbia,"Barnes Review/Foundation for Economic Liberty, Inc.",Holocaust Denial,,,2011
"Barnhardt Capital Management, Inc.",Lone Tree,Colorado,,General Hate,,,2011
Bergen County Hooligans,Garfield,New Jersey,,Racist Skinhead,,,2011
Bergen County Hooligans,Wallington,New Jersey,,Racist Skinhead,,,2011
Bethesda Christian Institute,San Antonio,Texas,,Anti-LGBTQ,,,2011
Bill Keller Ministries,St. Petersburg,Florida,,General Hate,,,2011
Blood and Honour America Division,Lake St. Louis,Missouri,Blood & Honour,Racist Skinhead,,,2011
Blood and Honour America Division,Lakeland,Florida,Blood & Honour,Racist Skinhead,,,2011
Blood and Honour America Division,Northern California,California,Blood & Honour,Racist Skinhead,,,2011
Blood and Honour America Division,Southern California,California,Blood & Honour,Racist Skinhead,,,2011
Blood and Honour America Division,,Texas,Blood & Honour,Racist Skinhead,,Yes,2011
Blood and Honour America Division,,Virginia,Blood & Honour,Racist Skinhead,,Yes,2011
Blood and Honour America Division,,Pennsylvania,Blood & Honour,Racist Skinhead,,Yes,2011
Blood and Honour America Division,,Maine,Blood & Honour,Racist Skinhead,,Yes,2011
Blood and Honour America Division,,Arkansas,Blood & Honour,Racist Skinhead,,Yes,2011
Blood and Honour America Division,,Ohio,Blood & Honour,Racist Skinhead,,Yes,2011
Blood and Honour America Division,,Mississippi,Blood & Honour,Racist Skinhead,,Yes,2011
Blood and Honour America Division,,Michigan,Blood & Honour,Racist Skinhead,,Yes,2011
Blood and Honour America Division,Portland,Oregon,Blood & Honour,Racist Skinhead,,,2011
Blood and Honour U.S.A,,North Carolina,Blood & Honour,Racist Skinhead,,Yes,2011
Blood and Honour U.S.A,Fords,New Jersey,,Racist Skinhead,,,2011
Blood and Honour U.S.A,Littleton,Colorado,,Racist Skinhead,,,2011
Blood and Honour U.S.A,Salem,Ohio,,Racist Skinhead,,,2011
Blood and Honour U.S.A,Richardson,Texas,,Racist Skinhead,,,2011
Border Guardians,Livingston,Texas,,Anti-Immigrant,,,2011
By Yahweh's Design,Stevensville,Michigan,,Christian Identity,,,2011
National Coalition for Immigration Reform (formerly California Coalition for Immigration Reform),Huntington Beach,California,,Anti-Immigrant,,,2011
California Skinheads,Fresno,California,,Racist Skinhead,,,2011
Campaign for Radical Truth in History,Coeur D`Alene,Idaho,,Holocaust Denial,,,2011
Casa D'Ice Signs,North Versailles,Pennsylvania,,Anti-Muslim,,,2011
Castle Hill Publishers,New York,New York,,Holocaust Denial,,,2011
"Catholic Apologetics International Publishing, Inc.",State Line,Pennsylvania,,Radical Traditional Catholicism,,,2011
Catholic Counterpoint,Broomall,Pennsylvania,,Radical Traditional Catholicism,,,2011
"Catholic Family News/Catholic Family Ministries, Inc.",Niagara Falls,New York,,Radical Traditional Catholicism,,,2011
Center for Perpetual Diversity,Gaithersburg,Maryland,,White Nationalist,,,2011
Chalcedon Foundation,Vallecito,California,,Anti-LGBTQ,,,2011
Charles Darwin Research Institute,Port Huron,Michigan,,White Nationalist,,,2011
Chick Publications,Ontario,California,,General Hate,,,2011
Christ or Chaos,West Chester,Ohio,,Radical Traditional Catholicism,,,2011
Christian Action Network,Forest,Virginia,,Anti-Muslim,,,2011
Christian Anti-Defamation Commission,Vista,California,,General Hate,,,2011
Christian Books and Things,Harrison,Arkansas,,General Hate,,,2011
Christian Defense League,Mandeville,Louisiana,,Neo-Nazi,,,2011
Christian Guardians,San Francisco,California,,Anti-Muslim,,,2011
